year,week,matchup_id,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,winner,playoff_type,is_playoff,margin,winning_team_id,winning_team_name,winning_score,losing_team_id,losing_team_name,losing_score
2023,7,41,17,Magic Skol Bus,vkng,108.92,5,Is my team bad? Yes,UGLY,102.86,HOME,NONE,False,6.06,17,Magic Skol Bus,108.92,5,Is my team bad? Yes,102.86
2023,7,42,11,The Twins,MRVP,92.76,14,Max Top Vic Bottom,GOLA,106.08,AWAY,NONE,False,13.32,14,Max Top Vic Bottom,106.08,11,The Twins,92.76
2023,8,43,1,Clowntown Jabronis,JOOS,127.1,9,Who Killed Charbonnet Ramsey,WAP,135.08,AWAY,NONE,False,7.98,9,Who Killed Charbonnet Ramsey,135.08,1,Clowntown Jabronis,127.1
2023,8,44,10,Fk it chuck it Game time shit,LYDE,121.86,15,Daniel Jones,fack,121.52,HOME,NONE,False,0.34,10,Fk it chuck it Game time shit,121.86,15,Daniel Jones,121.52
2023,8,45,12,Team Chogi Nanda,JIM,91.82,7,Team Curtis,CURT,121.56,AWAY,NONE,False,29.74,7,Team Curtis,121.56,12,Team Chogi Nanda,91.82
2023,8,46,5,Is my team bad? Yes,UGLY,108.56,13,Very Formative Pixar Dumptrcks,DUMP,118.96,AWAY,NONE,False,10.4,13,Very Formative Pixar Dumptrcks,118.96,5,Is my team bad? Yes,108.56
2023,8,47,14,Max Top Vic Bottom,GOLA,129.18,17,Magic Skol Bus,vkng,101.76,HOME,NONE,False,27.42,14,Max Top Vic Bottom,129.18,17,Magic Skol Bus,101.76
2023,8,48,16,Amon Ra Dog and the st D's,Oops,63.2,11,The Twins,MRVP,95.1,AWAY,NONE,False,31.9,11,The Twins,95.1,16,Amon Ra Dog and the st D's,63.2
2023,9,49,9,Who Killed Charbonnet Ramsey,WAP,78.26,10,Fk it chuck it Game time shit,LYDE,96.4,AWAY,NONE,False,18.14,10,Fk it chuck it Game time shit,96.4,9,Who Killed Charbonnet Ramsey,78.26
2023,9,50,15,Daniel Jones,fack,98.64,12,Team Chogi Nanda,JIM,81.12,HOME,NONE,False,17.52,15,Daniel Jones,98.64,12,Team Chogi Nanda,81.12
2023,9,51,7,Team Curtis,CURT,109.42,5,Is my team bad? Yes,UGLY,98.18,HOME,NONE,False,11.24,7,Team Curtis,109.42,5,Is my team bad? Yes,98.18
2023,9,52,13,Very Formative Pixar Dumptrcks,DUMP,97.02,14,Max Top Vic Bottom,GOLA,83.68,HOME,NONE,False,13.34,13,Very Formative Pixar Dumptrcks,97.02,14,Max Top Vic Bottom,83.68
2023,9,53,17,Magic Skol Bus,vkng,87.3,16,Amon Ra Dog and the st D's,Oops,73.2,HOME,NONE,False,14.1,17,Magic Skol Bus,87.3,16,Amon Ra Dog and the st D's,73.2
2023,9,54,11,The Twins,MRVP,120.6,1,Clowntown Jabronis,JOOS,117.72,HOME,NONE,False,2.88,11,The Twins,120.6,1,Clowntown Jabronis,117.72
2023,10,55,12,Team Chogi Nanda,JIM,66.68,9,Who Killed Charbonnet Ramsey,WAP,101.14,AWAY,NONE,False,34.46,9,Who Killed Charbonnet Ramsey,101.14,12,Team Chogi Nanda,66.68
2023,10,56,5,Is my team bad? Yes,UGLY,118.26,15,Daniel Jones,fack,113.72,HOME,NONE,False,4.54,5,Is my team bad? Yes,118.26,15,Daniel Jones,113.72
2023,10,57,14,Max Top Vic Bottom,GOLA,86.02,7,Team Curtis,CURT,119.66,AWAY,NONE,False,33.64,7,Team Curtis,119.66,14,Max Top Vic Bottom,86.02
2023,10,58,16,Amon Ra Dog and the st D's,Oops,99.52,13,Very Formative Pixar Dumptrcks,DUMP,136.78,AWAY,NONE,False,37.26,13,Very Formative Pixar Dumptrcks,136.78,16,Amon Ra Dog and the st D's,99.52
2023,10,59,1,Clowntown Jabronis,JOOS,97.94,17,Magic Skol Bus,vkng,97.72,HOME,NONE,False,0.22,1,Clowntown Jabronis,97.94,17,Magic Skol Bus,97.72
2023,10,60,10,Fk it chuck it Game time shit,LYDE,114.18,11,The Twins,MRVP,120.16,AWAY,NONE,False,5.98,11,The Twins,120.16,10,Fk it chuck it Game time shit,114.18
2023,11,61,9,Who Killed Charbonnet Ramsey,WAP,91.54,5,Is my team bad? Yes,UGLY,111.5,AWAY,NONE,False,19.96,5,Is my team bad? Yes,111.5,9,Who Killed Charbonnet Ramsey,91.54
2023,11,62,15,Daniel Jones,fack,63.0,14,Max Top Vic Bottom,GOLA,100.46,AWAY,NONE,False,37.46,14,Max Top Vic Bottom,100.46,15,Daniel Jones,63.0
2023,11,63,7,Team Curtis,CURT,121.0,16,Amon Ra Dog and the st D's,Oops,107.08,HOME,NONE,False,13.92,7,Team Curtis,121.0,16,Amon Ra Dog and the st D's,107.08
2023,11,64,13,Very Formative Pixar Dumptrcks,DUMP,98.56,1,Clowntown Jabronis,JOOS,113.02,AWAY,NONE,False,14.46,1,Clowntown Jabronis,113.02,13,Very Formative Pixar Dumptrcks,98.56
2023,11,65,17,Magic Skol Bus,vkng,112.84,10,Fk it chuck it Game time shit,LYDE,97.64,HOME,NONE,False,15.2,17,Magic Skol Bus,112.84,10,Fk it chuck it Game time shit,97.64
2023,11,66,11,The Twins,MRVP,152.06,12,Team Chogi Nanda,JIM,73.54,HOME,NONE,False,78.52,11,The Twins,152.06,12,Team Chogi Nanda,73.54
2023,12,67,9,Who Killed Charbonnet Ramsey,WAP,139.46,14,Max Top Vic Bottom,GOLA,121.58,HOME,NONE,False,17.88,9,Who Killed Charbonnet Ramsey,139.46,14,Max Top Vic Bottom,121.58
2023,12,68,15,Daniel Jones,fack,109.78,16,Amon Ra Dog and the st D's,Oops,103.52,HOME,NONE,False,6.26,15,Daniel Jones,109.78,16,Amon Ra Dog and the st D's,103.52
2023,12,69,7,Team Curtis,CURT,114.72,1,Clowntown Jabronis,JOOS,110.16,HOME,NONE,False,4.56,7,Team Curtis,114.72,1,Clowntown Jabronis,110.16
2023,12,70,13,Very Formative Pixar Dumptrcks,DUMP,139.26,10,Fk it chuck it Game time shit,LYDE,109.5,HOME,NONE,False,29.76,13,Very Formative Pixar Dumptrcks,139.26,10,Fk it chuck it Game time shit,109.5
2023,12,71,17,Magic Skol Bus,vkng,91.8,12,Team Chogi Nanda,JIM,89.66,HOME,NONE,False,2.14,17,Magic Skol Bus,91.8,12,Team Chogi Nanda,89.66
2023,12,72,11,The Twins,MRVP,112.14,5,Is my team bad? Yes,UGLY,160.6,AWAY,NONE,False,48.46,5,Is my team bad? Yes,160.6,11,The Twins,112.14
2023,13,73,16,Amon Ra Dog and the st D's,Oops,130.8,9,Who Killed Charbonnet Ramsey,WAP,132.86,AWAY,NONE,False,2.06,9,Who Killed Charbonnet Ramsey,132.86,16,Amon Ra Dog and the st D's,130.8
2023,13,74,1,Clowntown Jabronis,JOOS,98.56,15,Daniel Jones,fack,56.78,HOME,NONE,False,41.78,1,Clowntown Jabronis,98.56,15,Daniel Jones,56.78
2023,13,75,10,Fk it chuck it Game time shit,LYDE,93.6,7,Team Curtis,CURT,94.2,AWAY,NONE,False,0.6,7,Team Curtis,94.2,10,Fk it chuck it Game time shit,93.6
2023,13,76,12,Team Chogi Nanda,JIM,118.24,13,Very Formative Pixar Dumptrcks,DUMP,129.36,AWAY,NONE,False,11.12,13,Very Formative Pixar Dumptrcks,129.36,12,Team Chogi Nanda,118.24
2023,13,77,5,Is my team bad? Yes,UGLY,159.62,17,Magic Skol Bus,vkng,76.28,HOME,NONE,False,83.34,5,Is my team bad? Yes,159.62,17,Magic Skol Bus,76.28
2023,13,78,14,Max Top Vic Bottom,GOLA,81.24,11,The Twins,MRVP,132.3,AWAY,NONE,False,51.06,11,The Twins,132.3,14,Max Top Vic Bottom,81.24
2023,14,79,9,Who Killed Charbonnet Ramsey,WAP,75.84,1,Clowntown Jabronis,JOOS,134.52,AWAY,NONE,False,58.68,1,Clowntown Jabronis,134.52,9,Who Killed Charbonnet Ramsey,75.84
2023,14,80,15,Daniel Jones,fack,98.74,10,Fk it chuck it Game time shit,LYDE,108.82,AWAY,NONE,False,10.08,10,Fk it chuck it Game time shit,108.82,15,Daniel Jones,98.74
2023,14,81,7,Team Curtis,CURT,106.8,12,Team Chogi Nanda,JIM,104.26,HOME,NONE,False,2.54,7,Team Curtis,106.8,12,Team Chogi Nanda,104.26
2023,14,82,13,Very Formative Pixar Dumptrcks,DUMP,124.74,5,Is my team bad? Yes,UGLY,95.38,HOME,NONE,False,29.36,13,Very Formative Pixar Dumptrcks,124.74,5,Is my team bad? Yes,95.38
2023,14,83,17,Magic Skol Bus,vkng,73.82,14,Max Top Vic Bottom,GOLA,113.44,AWAY,NONE,False,39.62,14,Max Top Vic Bottom,113.44,17,Magic Skol Bus,73.82
2023,14,84,11,The Twins,MRVP,79.72,16,Amon Ra Dog and the st D's,Oops,113.94,AWAY,NONE,False,34.22,16,Amon Ra Dog and the st D's,113.94,11,The Twins,79.72
2023,15,85,13,Very Formative Pixar Dumptrcks,DUMP,132.76,17,Magic Skol Bus,vkng,104.66,HOME,WINNERS_BRACKET,True,28.1,13,Very Formative Pixar Dumptrcks,132.76,17,Magic Skol Bus,104.66
2023,15,86,11,The Twins,MRVP,76.14,1,Clowntown Jabronis,JOOS,136.18,AWAY,WINNERS_BRACKET,True,60.04,1,Clowntown Jabronis,136.18,11,The Twins,76.14
2023,15,87,7,Team Curtis,CURT,87.08,10,Fk it chuck it Game time shit,LYDE,104.76,AWAY,WINNERS_BRACKET,True,17.68,10,Fk it chuck it Game time shit,104.76,7,Team Curtis,87.08
2023,15,88,5,Is my team bad? Yes,UGLY,118.12,14,Max Top Vic Bottom,GOLA,122.34,AWAY,WINNERS_BRACKET,True,4.22,14,Max Top Vic Bottom,122.34,5,Is my team bad? Yes,118.12
2023,15,89,9,Who Killed Charbonnet Ramsey,WAP,104.26,15,Daniel Jones,fack,93.42,HOME,LOSERS_CONSOLATION_LADDER,True,10.84,9,Who Killed Charbonnet Ramsey,104.26,15,Daniel Jones,93.42
2023,15,90,16,Amon Ra Dog and the st D's,Oops,100.7,12,Team Chogi Nanda,JIM,95.6,HOME,LOSERS_CONSOLATION_LADDER,True,5.1,16,Amon Ra Dog and the st D's,100.7,12,Team Chogi Nanda,95.6
2023,16,91,13,Very Formative Pixar Dumptrcks,DUMP,107.72,1,Clowntown Jabronis,JOOS,82.3,HOME,WINNERS_BRACKET,True,25.42,13,Very Formative Pixar Dumptrcks,107.72,1,Clowntown Jabronis,82.3
2023,16,92,10,Fk it chuck it Game time shit,LYDE,94.56,14,Max Top Vic Bottom,GOLA,111.08,AWAY,WINNERS_BRACKET,True,16.52,14,Max Top Vic Bottom,111.08,10,Fk it chuck it Game time shit,94.56
2023,16,93,5,Is my team bad? Yes,UGLY,100.44,7,Team Curtis,CURT,129.02,AWAY,WINNERS_CONSOLATION_LADDER,True,28.58,7,Team Curtis,129.02,5,Is my team bad? Yes,100.44
2023,16,94,11,The Twins,MRVP,114.0,17,Magic Skol Bus,vkng,95.98,HOME,WINNERS_CONSOLATION_LADDER,True,18.02,11,The Twins,114.0,17,Magic Skol Bus,95.98
2023,16,95,9,Who Killed Charbonnet Ramsey,WAP,67.94,16,Amon Ra Dog and the st D's,Oops,102.9,AWAY,LOSERS_CONSOLATION_LADDER,True,34.96,16,Amon Ra Dog and the st D's,102.9,9,Who Killed Charbonnet Ramsey,67.94
2023,16,96,15,Daniel Jones,fack,130.72,12,Team Chogi Nanda,JIM,121.2,HOME,LOSERS_CONSOLATION_LADDER,True,9.52,15,Daniel Jones,130.72,12,Team Chogi Nanda,121.2
2023,17,97,13,Very Formative Pixar Dumptrcks,DUMP,169.2,14,Max Top Vic Bottom,GOLA,106.54,HOME,WINNERS_BRACKET,True,62.66,13,Very Formative Pixar Dumptrcks,169.2,14,Max Top Vic Bottom,106.54
2023,17,98,1,Clowntown Jabronis,JOOS,122.2,10,Fk it chuck it Game time shit,LYDE,132.04,AWAY,WINNERS_CONSOLATION_LADDER,True,9.84,10,Fk it chuck it Game time shit,132.04,1,Clowntown Jabronis,122.2
2023,17,99,7,Team Curtis,CURT,91.68,11,The Twins,MRVP,119.02,AWAY,WINNERS_CONSOLATION_LADDER,True,27.34,11,The Twins,119.02,7,Team Curtis,91.68
2023,17,100,5,Is my team bad? Yes,UGLY,99.38,17,Magic Skol Bus,vkng,72.46,HOME,WINNERS_CONSOLATION_LADDER,True,26.92,5,Is my team bad? Yes,99.38,17,Magic Skol Bus,72.46
2023,17,101,15,Daniel Jones,fack,103.68,16,Amon Ra Dog and the st D's,Oops,89.8,HOME,LOSERS_CONSOLATION_LADDER,True,13.88,15,Daniel Jones,103.68,16,Amon Ra Dog and the st D's,89.8
2023,17,102,9,Who Killed Charbonnet Ramsey,WAP,81.56,12,Team Chogi Nanda,JIM,75.8,HOME,LOSERS_CONSOLATION_LADDER,True,5.76,9,Who Killed Charbonnet Ramsey,81.56,12,Team Chogi Nanda,75.8
2024,1,1,16,Prolapsed Jameis,Oops,113.86,14,Max Top Vic Bottom,GOLA,124.08,AWAY,NONE,False,10.22,14,Max Top Vic Bottom,124.08,16,Prolapsed Jameis,113.86
2024,1,2,5,I'm Sorry Smith Jaxon,JSN,97.64,1,Clowntown Jabronis,JOOS,112.58,AWAY,NONE,False,14.94,1,Clowntown Jabronis,112.58,5,I'm Sorry Smith Jaxon,97.64
2024,1,3,12,Will trade for good player pun,JIM,94.76,10,Fk it chuck it Game time shit,LYDE,106.86,AWAY,NONE,False,12.1,10,Fk it chuck it Game time shit,106.86,12,Will trade for good player pun,94.76
2024,1,4,15,Tommy DeVito,kms,74.66,9,Who Killed Charbonnet Ramsey,WAP,75.52,AWAY,NONE,False,0.86,9,Who Killed Charbonnet Ramsey,75.52,15,Tommy DeVito,74.66
2024,1,5,11,The Twins,MRVP,109.9,7,2F2F (RIP Rashee),CURT,97.74,HOME,NONE,False,12.16,11,The Twins,109.9,7,2F2F (RIP Rashee),97.74
2024,1,6,17,Hock Tuah,vkng,132.42,13,We're Onto 2025,DUMP,97.08,HOME,NONE,False,35.34,17,Hock Tuah,132.42,13,We're Onto 2025,97.08
2024,2,7,14,Max Top Vic Bottom,GOLA,105.94,1,Clowntown Jabronis,JOOS,104.66,HOME,NONE,False,1.28,14,Max Top Vic Bottom,105.94,1,Clowntown Jabronis,104.66
2024,2,8,10,Fk it chuck it Game time shit,LYDE,95.02,16,Prolapsed Jameis,Oops,94.64,HOME,NONE,False,0.38,10,Fk it chuck it Game time shit,95.02,16,Prolapsed Jameis,94.64
2024,2,9,12,Will trade for good player pun,JIM,137.0,5,I'm Sorry Smith Jaxon,JSN,112.96,HOME,NONE,False,24.04,12,Will trade for good player pun,137.0,5,I'm Sorry Smith Jaxon,112.96
2024,2,10,9,Who Killed Charbonnet Ramsey,WAP,101.42,7,2F2F (RIP Rashee),CURT,111.04,AWAY,NONE,False,9.62,7,2F2F (RIP Rashee),111.04,9,Who Killed Charbonnet Ramsey,101.42
2024,2,11,13,We're Onto 2025,DUMP,60.36,15,Tommy DeVito,kms,78.92,AWAY,NONE,False,18.56,15,Tommy DeVito,78.92,13,We're Onto 2025,60.36
2024,2,12,17,Hock Tuah,vkng,78.48,11,The Twins,MRVP,115.98,AWAY,NONE,False,37.5,11,The Twins,115.98,17,Hock Tuah,78.48
2024,3,13,10,Fk it chuck it Game time shit,LYDE,83.56,14,Max Top Vic Bottom,GOLA,83.78,AWAY,NONE,False,0.22,14,Max Top Vic Bottom,83.78,10,Fk it chuck it Game time shit,83.56
2024,3,14,1,Clowntown Jabronis,JOOS,85.82,12,Will trade for good player pun,JIM,120.5,AWAY,NONE,False,34.68,12,Will trade for good player pun,120.5,1,Clowntown Jabronis,85.82
2024,3,15,16,Prolapsed Jameis,Oops,98.86,5,I'm Sorry Smith Jaxon,JSN,128.78,AWAY,NONE,False,29.92,5,I'm Sorry Smith Jaxon,128.78,16,Prolapsed Jameis,98.86
2024,3,16,13,We're Onto 2025,DUMP,121.4,9,Who Killed Charbonnet Ramsey,WAP,122.44,AWAY,NONE,False,1.04,9,Who Killed Charbonnet Ramsey,122.44,13,We're Onto 2025,121.4
2024,3,17,7,2F2F (RIP Rashee),CURT,109.28,17,Hock Tuah,vkng,101.58,HOME,NONE,False,7.7,7,2F2F (RIP Rashee),109.28,17,Hock Tuah,101.58
2024,3,18,15,Tommy DeVito,kms,76.62,11,The Twins,MRVP,136.68,AWAY,NONE,False,60.06,11,The Twins,136.68,15,Tommy DeVito,76.62
2024,4,19,14,Max Top Vic Bottom,GOLA,90.28,12,Will trade for good player pun,JIM,105.68,AWAY,NONE,False,15.4,12,Will trade for good player pun,105.68,14,Max Top Vic Bottom,90.28
2024,4,20,5,I'm Sorry Smith Jaxon,JSN,126.02,10,Fk it chuck it Game time shit,LYDE,98.78,HOME,NONE,False,27.24,5,I'm Sorry Smith Jaxon,126.02,10,Fk it chuck it Game time shit,98.78
2024,4,21,16,Prolapsed Jameis,Oops,96.12,1,Clowntown Jabronis,JOOS,123.0,AWAY,NONE,False,26.88,1,Clowntown Jabronis,123.0,16,Prolapsed Jameis,96.12
2024,4,22,9,Who Killed Charbonnet Ramsey,WAP,101.02,17,Hock Tuah,vkng,117.14,AWAY,NONE,False,16.12,17,Hock Tuah,117.14,9,Who Killed Charbonnet Ramsey,101.02
2024,4,23,11,The Twins,MRVP,130.48,13,We're Onto 2025,DUMP,108.7,HOME,NONE,False,21.78,11,The Twins,130.48,13,We're Onto 2025,108.7
2024,4,24,15,Tommy DeVito,kms,91.44,7,2F2F (RIP Rashee),CURT,78.7,HOME,NONE,False,12.74,15,Tommy DeVito,91.44,7,2F2F (RIP Rashee),78.7
2024,5,25,5,I'm Sorry Smith Jaxon,JSN,114.16,14,Max Top Vic Bottom,GOLA,85.1,HOME,NONE,False,29.06,5,I'm Sorry Smith Jaxon,114.16,14,Max Top Vic Bottom,85.1
2024,5,26,12,Will trade for good player pun,JIM,103.74,16,Prolapsed Jameis,Oops,72.62,HOME,NONE,False,31.12,12,Will trade for good player pun,103.74,16,Prolapsed Jameis,72.62
2024,5,27,10,Fk it chuck it Game time shit,LYDE,149.08,1,Clowntown Jabronis,JOOS,118.44,HOME,NONE,False,30.64,10,Fk it chuck it Game time shit,149.08,1,Clowntown Jabronis,118.44
2024,5,28,11,The Twins,MRVP,82.74,9,Who Killed Charbonnet Ramsey,WAP,97.84,AWAY,NONE,False,15.1,9,Who Killed Charbonnet Ramsey,97.84,11,The Twins,82.74
2024,5,29,17,Hock Tuah,vkng,106.72,15,Tommy DeVito,kms,115.08,AWAY,NONE,False,8.36,15,Tommy DeVito,115.08,17,Hock Tuah,106.72
2024,5,30,13,We're Onto 2025,DUMP,86.36,7,2F2F (RIP Rashee),CURT,119.86,AWAY,NONE,False,33.5,7,2F2F (RIP Rashee),119.86,13,We're Onto 2025,86.36
2024,6,31,14,Max Top Vic Bottom,GOLA,98.46,9,Who Killed Charbonnet Ramsey,WAP,108.56,AWAY,NONE,False,10.1,9,Who Killed Charbonnet Ramsey,108.56,14,Max Top Vic Bottom,98.46
2024,6,32,16,Prolapsed Jameis,Oops,105.36,15,Tommy DeVito,kms,91.32,HOME,NONE,False,14.04,16,Prolapsed Jameis,105.36,15,Tommy DeVito,91.32
2024,6,33,1,Clowntown Jabronis,JOOS,128.7,7,2F2F (RIP Rashee),CURT,90.34,HOME,NONE,False,38.36,1,Clowntown Jabronis,128.7,7,2F2F (RIP Rashee),90.34
2024,6,34,10,Fk it chuck it Game time shit,LYDE,94.22,13,We're Onto 2025,DUMP,87.2,HOME,NONE,False,7.02,10,Fk it chuck it Game time shit,94.22,13,We're Onto 2025,87.2
2024,6,35,12,Will trade for good player pun,JIM,89.98,17,Hock Tuah,vkng,120.12,AWAY,NONE,False,30.14,17,Hock Tuah,120.12,12,Will trade for good player pun,89.98
2024,6,36,5,I'm Sorry Smith Jaxon,JSN,114.0,11,The Twins,MRVP,86.3,HOME,NONE,False,27.7,5,I'm Sorry Smith Jaxon,114.0,11,The Twins,86.3
2024,7,37,9,Who Killed Charbonnet Ramsey,WAP,101.36,16,Prolapsed Jameis,Oops,64.24,HOME,NONE,False,37.12,9,Who Killed Charbonnet Ramsey,101.36,16,Prolapsed Jameis,64.24
2024,7,38,15,Tommy DeVito,kms,102.0,1,Clowntown Jabronis,JOOS,80.22,HOME,NONE,False,21.78,15,Tommy DeVito,102.0,1,Clowntown Jabronis,80.22
2024,7,39,7,2F2F (RIP Rashee),CURT,119.06,10,Fk it chuck it Game time shit,LYDE,84.14,HOME,NONE,False,34.92,7,2F2F (RIP Rashee),119.06,10,Fk it chuck it Game time shit,84.14
2024,7,40,13,We're Onto 2025,DUMP,54.76,12,Will trade for good player pun,JIM,75.88,AWAY,NONE,False,21.12,12,Will trade for good player pun,75.88,13,We're Onto 2025,54.76
2024,7,41,17,Hock Tuah,vkng,109.14,5,I'm Sorry Smith Jaxon,JSN,135.68,AWAY,NONE,False,26.54,5,I'm Sorry Smith Jaxon,135.68,17,Hock Tuah,109.14
2024,7,42,11,The Twins,MRVP,133.1,14,Max Top Vic Bottom,GOLA,85.58,HOME,NONE,False,47.52,11,The Twins,133.1,14,Max Top Vic Bottom,85.58
2024,8,43,1,Clowntown Jabronis,JOOS,87.92,9,Who Killed Charbonnet Ramsey,WAP,113.46,AWAY,NONE,False,25.54,9,Who Killed Charbonnet Ramsey,113.46,1,Clowntown Jabronis,87.92
2024,8,44,10,Fk it chuck it Game time shit,LYDE,107.46,15,Tommy DeVito,kms,84.9,HOME,NONE,False,22.56,10,Fk it chuck it Game time shit,107.46,15,Tommy DeVito,84.9
2024,8,45,12,Will trade for good player pun,JIM,132.14,7,2F2F (RIP Rashee),CURT,104.04,HOME,NONE,False,28.1,12,Will trade for good player pun,132.14,7,2F2F (RIP Rashee),104.04
2024,8,46,5,I'm Sorry Smith Jaxon,JSN,127.2,13,We're Onto 2025,DUMP,88.44,HOME,NONE,False,38.76,5,I'm Sorry Smith Jaxon,127.2,13,We're Onto 2025,88.44
2024,8,47,14,Max Top Vic Bottom,GOLA,93.28,17,Hock Tuah,vkng,144.86,AWAY,NONE,False,51.58,17,Hock Tuah,144.86,14,Max Top Vic Bottom,93.28
2024,8,48,16,Prolapsed Jameis,Oops,121.64,11,The Twins,MRVP,103.94,HOME,NONE,False,17.7,16,Prolapsed Jameis,121.64,11,The Twins,103.94
2024,9,49,9,Who Killed Charbonnet Ramsey,WAP,108.4,10,Fk it chuck it Game time shit,LYDE,95.74,HOME,NONE,False,12.66,9,Who Killed Charbonnet Ramsey,108.4,10,Fk it chuck it Game time shit,95.74
2024,9,50,15,Tommy DeVito,kms,73.42,12,Will trade for good player pun,JIM,129.98,AWAY,NONE,False,56.56,12,Will trade for good player pun,129.98,15,Tommy DeVito,73.42
2024,9,51,7,2F2F (RIP Rashee),CURT,113.02,5,I'm Sorry Smith Jaxon,JSN,108.8,HOME,NONE,False,4.22,7,2F2F (RIP Rashee),113.02,5,I'm Sorry Smith Jaxon,108.8
2024,9,52,13,We're Onto 2025,DUMP,141.8,14,Max Top Vic Bottom,GOLA,86.26,HOME,NONE,False,55.54,13,We're Onto 2025,141.8,14,Max Top Vic Bottom,86.26
2024,9,53,17,Hock Tuah,vkng,126.1,16,Prolapsed Jameis,Oops,128.36,AWAY,NONE,False,2.26,16,Prolapsed Jameis,128.36,17,Hock Tuah,126.1
2024,9,54,11,The Twins,MRVP,124.52,1,Clowntown Jabronis,JOOS,112.7,HOME,NONE,False,11.82,11,The Twins,124.52,1,Clowntown Jabronis,112.7
2024,10,55,12,Will trade for good player pun,JIM,92.94,9,Who Killed Charbonnet Ramsey,WAP,123.28,AWAY,NONE,False,30.34,9,Who Killed Charbonnet Ramsey,123.28,12,Will trade for good player pun,92.94
2024,10,56,5,I'm Sorry Smith Jaxon,JSN,141.82,15,Tommy DeVito,kms,52.1,HOME,NONE,False,89.72,5,I'm Sorry Smith Jaxon,141.82,15,Tommy DeVito,52.1
2024,10,57,14,Max Top Vic Bottom,GOLA,110.04,7,2F2F (RIP Rashee),CURT,69.84,HOME,NONE,False,40.2,14,Max Top Vic Bottom,110.04,7,2F2F (RIP Rashee),69.84
2024,10,58,16,Prolapsed Jameis,Oops,81.78,13,We're Onto 2025,DUMP,120.2,AWAY,NONE,False,38.42,13,We're Onto 2025,120.2,16,Prolapsed Jameis,81.78
2024,10,59,1,Clowntown Jabronis,JOOS,83.9,17,Hock Tuah,vkng,113.9,AWAY,NONE,False,30.0,17,Hock Tuah,113.9,1,Clowntown Jabronis,83.9
2024,10,60,10,Fk it chuck it Game time shit,LYDE,110.12,11,The Twins,MRVP,76.1,HOME,NONE,False,34.02,10,Fk it chuck it Game time shit,110.12,11,The Twins,76.1
2024,11,61,9,Who Killed Charbonnet Ramsey,WAP,111.24,5,I'm Sorry Smith Jaxon,JSN,163.26,AWAY,NONE,False,52.02,5,I'm Sorry Smith Jaxon,163.26,9,Who Killed Charbonnet Ramsey,111.24
2024,11,62,15,Tommy DeVito,kms,99.48,14,Max Top Vic Bottom,GOLA,112.12,AWAY,NONE,False,12.64,14,Max Top Vic Bottom,112.12,15,Tommy DeVito,99.48
2024,11,63,7,2F2F (RIP Rashee),CURT,100.84,16,Prolapsed Jameis,Oops,95.54,HOME,NONE,False,5.3,7,2F2F (RIP Rashee),100.84,16,Prolapsed Jameis,95.54
2024,11,64,13,We're Onto 2025,DUMP,98.4,1,Clowntown Jabronis,JOOS,118.88,AWAY,NONE,False,20.48,1,Clowntown Jabronis,118.88,13,We're Onto 2025,98.4
2024,11,65,17,Hock Tuah,vkng,100.28,10,Fk it chuck it Game time shit,LYDE,98.04,HOME,NONE,False,2.24,17,Hock Tuah,100.28,10,Fk it chuck it Game time shit,98.04
2024,11,66,11,The Twins,MRVP,123.38,12,Will trade for good player pun,JIM,130.8,AWAY,NONE,False,7.42,12,Will trade for good player pun,130.8,11,The Twins,123.38
2024,12,67,9,Who Killed Charbonnet Ramsey,WAP,142.56,14,Max Top Vic Bottom,GOLA,84.4,HOME,NONE,False,58.16,9,Who Killed Charbonnet Ramsey,142.56,14,Max Top Vic Bottom,84.4
2024,12,68,15,Tommy DeVito,kms,92.46,16,Prolapsed Jameis,Oops,112.2,AWAY,NONE,False,19.74,16,Prolapsed Jameis,112.2,15,Tommy DeVito,92.46
2024,12,69,7,2F2F (RIP Rashee),CURT,107.66,1,Clowntown Jabronis,JOOS,93.86,HOME,NONE,False,13.8,7,2F2F (RIP Rashee),107.66,1,Clowntown Jabronis,93.86
2024,12,70,13,We're Onto 2025,DUMP,96.9,10,Fk it chuck it Game time shit,LYDE,88.48,HOME,NONE,False,8.42,13,We're Onto 2025,96.9,10,Fk it chuck it Game time shit,88.48
2024,12,71,17,Hock Tuah,vkng,125.58,12,Will trade for good player pun,JIM,66.38,HOME,NONE,False,59.2,17,Hock Tuah,125.58,12,Will trade for good player pun,66.38
2024,12,72,11,The Twins,MRVP,114.62,5,I'm Sorry Smith Jaxon,JSN,135.7,AWAY,NONE,False,21.08,5,I'm Sorry Smith Jaxon,135.7,11,The Twins,114.62
2024,13,73,16,Prolapsed Jameis,Oops,82.28,9,Who Killed Charbonnet Ramsey,WAP,96.62,AWAY,NONE,False,14.34,9,Who Killed Charbonnet Ramsey,96.62,16,Prolapsed Jameis,82.28
2024,13,74,1,Clowntown Jabronis,JOOS,119.72,15,Tommy DeVito,kms,85.34,HOME,NONE,False,34.38,1,Clowntown Jabronis,119.72,15,Tommy DeVito,85.34
2024,13,75,10,Fk it chuck it Game time shit,LYDE,112.56,7,2F2F (RIP Rashee),CURT,129.84,AWAY,NONE,False,17.28,7,2F2F (RIP Rashee),129.84,10,Fk it chuck it Game time shit,112.56
